conceptId	en	latin_ta	english_ta	mapping_status	current_ru	decision	final_ru	reason	confidence
FMA7252	right posterior cusp of aortic valve			NO_MATCH	Правая задняя заслонка аортального клапана	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA7253	anterior cusp of aortic valve			NO_MATCH	Передняя заслонка аортального клапана	KEEP	Передняя заслонка аортального клапана	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA7254	left posterior cusp of aortic valve			NO_MATCH	Левая задняя заслонка аортального клапана	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA7260	anterior papillary muscle of right ventricle	musculus papillaris anterior ventriculi dextri	anterior papillary muscle of right ventricle	EXACT	Передняя сосочковая мышца правого желудочка	KEEP	Передняя сосочковая мышца правого желудочка	Exact TA2 mapping; current Russian term is grammatical and semantically complete.	HIGH
FMA7261	posterior papillary muscle of right ventricle	musculus papillaris inferior ventriculi dextri	inferior papillary muscle of right ventricle	EXACT	Задняя сосочковая мышца правый желудочек	APPLY	Задняя сосочковая мышца правого желудочка	Exact TA2 mapping and unambiguous Russian correction; no source information is lost.	HIGH
FMA7262	septal papillary muscle of right ventricle	musculus papillaris septalis ventriculi dextri	septal papillary muscle of right ventricle	EXACT	Перегородочная сосочковая мышца правый желудочек	APPLY	Перегородочная сосочковая мышца правого желудочка	Exact TA2 mapping and unambiguous Russian correction; no source information is lost.	HIGH
FMA7264	lateral papillary muscle of left ventricle			NO_MATCH	Латеральная сосочковая мышца левый желудочек	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA7265	anterolateral head of lateral papillary muscle of left ventricle			NO_MATCH	Переднелатеральная головка латеральной сосочковой мышцы левого желудочка	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA7394	trachea	trachea	trachea	EXACT	Трахея	KEEP	Трахея	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA7396	left main bronchus	bronchus principalis sinister	left main bronchus	EXACT	Левый главный бронх	KEEP	Левый главный бронх	Exact TA2 mapping; current Russian term is grammatical and semantically complete.	HIGH
FMA7405	main bronchus	bronchus principalis	main bronchus	EXACT	Главный бронх	KEEP	Главный бронх	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA7409	bronchus	bronchus	bronchus	EXACT	Бронх	KEEP	Бронх	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA7474	long bone	os longum	long bone	EXACT	Длинная кость	KEEP	Длинная кость	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA7475	short bone	os breve	short bone	EXACT	Короткая кость	KEEP	Короткая кость	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA7476	flat bone	os planum	flat bone	EXACT	Плоская кость	KEEP	Плоская кость	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA7477	irregular bone	os irregulare	irregular bone	EXACT	Неправильная кость	KEEP	Неправильная кость	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA7478	pneumatized bone			NO_MATCH	Пневматизированная кость	KEEP	Пневматизированная кость	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA7486	manubrium			NO_MATCH	Рукоятка	KEEP	Рукоятка	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA7487	body of sternum	corpus sterni	body of sternum	EXACT	Тело грудины	KEEP	Тело грудины	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA7488	xiphoid process	processus xiphoideus	xiphoid process	EXACT	Мечевидный отросток	KEEP	Мечевидный отросток	No deterministic QA defect detected; normative Russian source not independently confirmed.	MEDIUM
FMA7538	cartilage organ component			NO_MATCH	Хрящ орган компонент	REVIEW		Needs external Russian anatomical terminology verification.	LOW
FMA7574	rib	costa	rib	EXACT	Ребро	KEEP	Ребро	Exact TA2 mapping; current Russian term is grammatical and semantically complete.	HIGH
